Logging to logs/ppo_cnn_4x4_1
---------------------------------
| rollout/           |          |
|    iterations           | 47         |
|    time_elapsed         | 2533       |
|    total_timesteps      | 3080192    |
| train/                  |            |
|    approx_kl            | 0.01639402 |
|    clip_fraction        | 0.0154     |
|    clip_range           | 0.146      |
|    entropy_loss         | -0.0155    |
|    explained_variance   | 0.867      |
|    learning_rate        | 0.000485   |
|    loss                 | 0.00616    |
|    n_updates            | 184        |
|    policy_gradient_loss | 0.00107    |
|    value_loss           | 0.00949    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.4        |
|    ep_rew_mean          | 2.23        |
| time/                   |             |
|    fps                  | 1215        |
|    iterations           | 48          |
|    time_elapsed         | 2587        |
|    total_timesteps      | 3145728     |
| train/                  |             |
|    approx_kl            | 0.020270146 |
|    clip_fraction        | 0.0164      |
|    clip_range           | 0.146       |
|    entropy_loss         | -0.0158     |
|    explained_variance   | 0.864       |
|    learning_rate        | 0.000485    |
|    loss                 | 0.00416     |
|    n_updates            | 188         |
|    policy_gradient_loss | 0.00096     |
|    value_loss           | 0.00978     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 36.9       |
|    ep_rew_mean          | 2.27       |
| time/                   |            |
|    fps                  | 1216       |
|    iterations           | 49         |
|    time_elapsed         | 2639       |
|    total_timesteps      | 3211264    |
| train/                  |            |
|    approx_kl            | 0.02711694 |
|    clip_fraction        | 0.0208     |
|    clip_range           | 0.146      |
|    entropy_loss         | -0.0174    |
|    explained_variance   | 0.864      |
|    learning_rate        | 0.000484   |
|    loss                 | 0.00589    |
|    n_updates            | 192        |
|    policy_gradient_loss | 0.00239    |
|    value_loss           | 0.011      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.8        |
|    ep_rew_mean          | 2.28        |
| time/                   |             |
|    fps                  | 1217        |
|    iterations           | 50          |
|    time_elapsed         | 2691        |
|    total_timesteps      | 3276800     |
| train/                  |             |
|    approx_kl            | 0.026512783 |
|    clip_fraction        | 0.0202      |
|    clip_range           | 0.146       |
|    entropy_loss         | -0.0171     |
|    explained_variance   | 0.843       |
|    learning_rate        | 0.000484    |
|    loss                 | 0.00428     |
|    n_updates            | 196         |
|    policy_gradient_loss | 0.000863    |
|    value_loss           | 0.0119      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 36.1       |
|    ep_rew_mean          | 2.23       |
| time/                   |            |
|    fps                  | 1218       |
|    iterations           | 51         |
|    time_elapsed         | 2743       |
|    total_timesteps      | 3342336    |
| train/                  |            |
|    approx_kl            | 0.01427703 |
|    clip_fraction        | 0.0167     |
|    clip_range           | 0.146      |
|    entropy_loss         | -0.0166    |
|    explained_variance   | 0.868      |
|    learning_rate        | 0.000484   |
|    loss                 | 0.00453    |
|    n_updates            | 200        |
|    policy_gradient_loss | 0.000286   |
|    value_loss           | 0.00951    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.1        |
|    ep_rew_mean          | 2.23        |
| time/                   |             |
|    fps                  | 1218        |
|    iterations           | 52          |
|    time_elapsed         | 2797        |
|    total_timesteps      | 3407872     |
| train/                  |             |
|    approx_kl            | 0.011957158 |
|    clip_fraction        | 0.0166      |
|    clip_range           | 0.146       |
|    entropy_loss         | -0.0153     |
|    explained_variance   | 0.876       |
|    learning_rate        | 0.000483    |
